nominativo,regione,sesso,città_nascita,lat,lon,scheda,link,id
Francesco Villani,Lombardia,M,Milano,45.46419,9.18963,"Francesco Villani Nato a Milano nel 1925, studente Nome di battaglia “Cif” Giovani studenti per la libertà, Giustizia e Libertà Nell’intervista fa riferimento ad Arturo Capettini, 3ª Brigata Garibaldi Gap, ucciso il 31 dicembre 1943, Medaglia d’oro Ha pubblicato nel 2014 il libro “Cif coi ribelli, un’esperienza partigiana”",https://www.noipartigiani.it/francesco-villani/,697438783
Darinka Jojic,Emilia-R.,F,Vrlika (Dalmazia),43.91039,16.39868,"Darinka Jojic’ Nata a Virlika (Dalmazia) il 1° dicembre 1925 Partigiana combattente con funzioni di infermiera nella Divisione Garibaldi “Italia” che operava in Croazia. L’ANPI di Ferrara le ha dedicato una pubblicazione curata da Daniele Civolani, “Darinka una staffetta partigiana” Una sua testimonianza compare nel libro di Matilde Morselli “Differenti. Volti e sguardi della Resistenza” L’intervista è stata realizzata da Rita Bertoncini nel marzo 2011",https://www.noipartigiani.it/darinka-jojic/,696048712
Mario Folegatti,Emilia-R.,M,Comacchio (FE),44.6953,12.18349,"Mario Folegatti Nato a Comacchio (FE) il 24 dicembre 1923 Nome di battaglia “Sasso” Ha operato dal 2 novembre 1943 alla Liberazione, prima sull’Appennino marchigiano, poi nella Banda “Melis”, Divisione “Gran Sasso” 28° Brigata Garibaldi comandata da Arrigo Boldrini Una sua testimonianza compare nel libro di Matilde Morselli “Differenti. Volti e sguardi della Resistenza” L’intervista è stata realizzata da Rita Bertoncini nel febbraio 2012",https://www.noipartigiani.it/mario-folegatti/,696044245
Stefano Porcù,Liguria,M,Genova,44.40726,8.93386,"Stefano Porcù Nato a Genova il 29 marzo 1925 morto il 19 ottobre 2021 Nome di battaglia “Nino” si unì alla prima banda partigiana formatasi attorno a quello che, poi, sarebbe diventato il leggendario comandante “Bisagno”. Da commissario della Cichero “Nino” assolse soprattutto all’incarico di trasmettere, ai giovani volontari che entravano nella formazione, quel “rigore morale” che aveva caratterizzato l’impegno dei primi partigiani. Ha scritto “Nonno, chi erano i partigiani?”",https://www.noipartigiani.it/stefano-porcu/,697060197
Umberto Franzone,Liguria,M,Quarto (GE),44.38927,8.99596,Umberto Franzone Nato a Quarto (GE) il 4 aprile 1925 Nome di battaglia “Ro” Partigiano combattente Comandante di Distaccamento/Comandante di Battaglione Divisione Mingo Brigata Oliveri VI zona operativa L'intervista è stata realizzata insieme alla moglie Mafalda Festuco,https://www.noipartigiani.it/umberto-franzone-e-mafalda-festucoi/,697060876
Mafalda Festuco,Liguria,F,Bargagli (GE),44.44473,9.09653,"Mafalda Festuco Nata a Bargagli (GE) il 22 febbraio 1929 Nome di battaglia “Dorina” Partigiana combattente Brigata Comando, Divisione Giustizia e Libertà Matteotti VI zona operativa Il padre Ernesto “Dick” era partigiano nella Brigata di manovra Castelletto, Divisione Giustizia e Libertà Matteotti",https://www.noipartigiani.it/umberto-franzone-e-mafalda-festucoi/,697060876
Marisa Ombra,Piemonte,F,Asti,44.90054,8.20689,"Marisa Ombra Nata ad Asti il 30 aprile 1925 Nome di battaglia “Lilia” Partigiana Combattente 9° Divisione Garibaldi “Alarico Imerito” Partecipa alla costruzione dei “Gruppi di Difesa della donna” Il padre Celestino “Tino” era vice commissario della 16ª Brigata Garibaldi È stata vicepresidente nazionale dell’Anpi e ha pubblicato, “8 marzo, Storie, miti, riti della Giornata Internazionale della Donna”, “La bella politica” e “Libere sempre”",https://www.noipartigiani.it/marisa-ombra/,697069582
Bruno Bartesaghi,Lombardia,M,Dervio (LC),46.07548,9.30397,Bruno Bartesaghi Nato a Dervio (CO) il 12 maggio 1920 Nome di battaglia “Ermes” Partigiano Combattente – comandante di distaccamento 55° Brigata “Fratelli Rosselli” Valsassina L’intervista è stata realizzata nel 2004,https://www.noipartigiani.it/bruno-bartesaghi/,696551183
Carlo Trucco,Liguria,M,Imperia,43.88604,8.02875,"Carlo Trucco Nato a Imperia il 22 dicembre 1925, Nome di battaglia “Girasole” Partigiano Combattente 4° Brigata Guarrini, 2° Divisione Garibaldi Cascione, I zona operativa",https://www.noipartigiani.it/carlo-trucco/,697081718
Don Bartolomeo Ferrari,Liguria,M,Sestri Ponente (GE),44.42621,8.84752,"Don Bartolomeo Ferrari (Berto) Nato a Sestri Ponente (GE) il 15 agosto 1911 Cappellano della Divisione Mingo È stato autore di tre libri: Sulla montagna con i partigiani, Prete e partigiano Il ribelle, edizione originale e trascritta edita nel 50º Anniversario della Liberazione Il 16 aprile 1975 la Città di Ovada gli conferisce la cittadinanza onoraria",Non trovato nel Foglio3,#N/A
Carlo Vassena,Lombardia,M,Bellano (LC),46.04276,9.3039,"Carlo Vassena Nato a Bellano (CO) 17 aprile 1923 Nome di battaglia “Bassi” Partigiano Combattente – Capo squadra 2^ Divisione Redi 55° Brigata “Fratelli Rosselli” Nell’intervista fa riferimento alla morte di Ambrogio Inverni “Comandante Lupo”, prelevato in carcere dalle Brigate nere e ucciso con altri cinque compagni a Fiumelatte, l’8 gennaio 1945 L’intervista è stata realizzata nel 2004",https://www.noipartigiani.it/carlo-vassena/,697088968
Pierfranco Vitale,Lombardia,M,Milano,45.46419,9.18963,"Pierfranco Vitale Nato a Milano il 10 marzo 1926, studente Nome di battaglia “Angelo” Ha militato nella 113ª Brigata Garibaldi SAP combattendo nell’area Barona/Giambellino. Era figlio di Maria De Benedictis e Luigi Vitale a cui lo Stato di Israele ha dedicato 18 alberi per aver salvato vite di ebrei dalle persecuzioni naziste e fasciste L’intervista è stata realizzata da Ivano Casati e Sandro Lecca nel febbraio 2013",https://www.noipartigiani.it/pierfranco-vitale/,696315116
Angela Locatelli Guzzi,Lombardia,F,Lecco,45.85657,9.39764,"Angela Locatelli Guzzi Nata a Lecco il 6 agosto 1914 Nome di battaglia “Clara” Nel settembre del 1944, quando il marito, Ulisse Guzzi, era capo di stato maggiore del Raggruppamento divisioni d’assalto “Garibaldi” della Lombardia, Angela aveva messo a disposizione della Resistenza la “Villa dello Zucco” dove allora risiedeva. La sua casa, in pratica, divenne la sede del Comando delle “Garibaldi”. L’intervista è stata realizzata nel 1995",https://www.noipartigiani.it/angela-locatelli-guzzi/,696294897
Marisa Blandino,Piemonte,F,Torino,45.06775,7.68249,"Marisa Blandino Nata a Torino il 19 Novembre 1929 Staffetta, ha svolto attività clandestina e di supporto ai partigiani L’intervista è stata realizzata nel marzo 2022",https://www.noipartigiani.it/marisa-blandino/,695262663
Antonio Cavina,Emilia-R.,M,Faenza (RA),44.28573,11.88139,Antonio Cavina Nato a Faenza (RA) il 6 marzo 1922 Nome di battaglia “Orlando” Partigiano Combattente Brigata Matteotti 103a Brigata Autonoma “Amendola” Sulla sua storia Stefano Sante Cavina ha scritto il libro “Orlando. Storia di un romagnolo partigiano in Piemonte”,https://www.noipartigiani.it/antonio-cavina/,695368517
Tonino Lavagnini,Toscana,M,Carrara,44.07727,10.09848,Antonio Lavagnini Nato a Carrara il 7 Ottobre 1924 Nome di battaglia “Tola” Partigiano nella formatione di Giustizia e Libertà guidata da Fausto Chiericoni,https://www.noipartigiani.it/tonino-lavagnini/,695383556
Tinuccia Pungetti,Emilia-R.,F,Bologna,44.49367,11.34303,"Albertina “Tinuccia” Pungetti Nata a Bologna il 14 Febbraio 1925 Staffetta, ha svolto attività clandestina e di supporto ai partigiani",https://www.noipartigiani.it/tinuccia-pungetti/,695390456
Silvano Sarti,Toscana,M,Scandicci (FI),43.75345,11.18727,Silvano Sarti Nato a Scandicci (FI) il 10 Agosto 1925 Nome di battaglia “Pillo” Ha svolto attività nelle SAP a Firenze e con la Brigata Sinigaglia partecipa alla liberazione di Firenze,https://www.noipartigiani.it/silvano-sarti/,696271019
Adolfo Barzagli,Toscana,M,Marradi (FI),44.04753,11.61466,"Adolfo Barzagli Nato a Marradi (FI) il 22 febbraio 1924, meccanico Nome di battaglia “Rossi” Partigiano Combattente Nel 1943 residente a Imola, 7^ Brigata GAP “Gianni Garibaldi”",https://www.noipartigiani.it/barzagli_adolfo/,696082897
Elvia Mosti,Toscana,F,Massa,44.03666,10.14324,"Elvia Mosti Nata a Massa il 6 giugno 1925 Nome di battaglia “Silvia” Partigiana – Gruppo Patrioti Apuani – S.A.P. – Gruppo Minuto Il fratello Danilo, 21 anni, partigiano, fu ucciso il 24 ottobre 1944 Lei è scampata al plotone di esecuzione L’intervista è stata realizzata nel novembre 2019",https://www.noipartigiani.it/mosti_elvia/,673553921
Walter Valentini,Marche,M,Pergola (PU),43.55938,12.83547,"Walter Valentini Nato Pergola (PU) il 27 Agosto 1928 Partigiano – Sap Pergola Nel dopoguerra è diventato artista di fama internazionale nella pittura, scultura, incisione L’intervista è stata realizzata nel novembre 2021",https://www.noipartigiani.it/valentini/,657766632
Giuseppe Gilardi,Piemonte,M,San Mauro T.se,45.10398,7.76813,"Giuseppe Gilardi Nato a San Mauro Torinese (TO) 1 Febbraio 1926 Nome di battaglia “Moro” 5ª Brigata, Divisione Italo Rossi, Formazione Matteotti L’intervista è stata realizzata nel novembre 2019",https://www.noipartigiani.it/gilardi_giuseppe/,657782039
Amelia Gavarini,Toscana,F,Massa,44.03666,10.14324,Amelia Gavarini Nata a Massa il 19 Marzo 1929 Ha svolto attività clandestina e di supporto ai partigiani,https://www.noipartigiani.it/gavarini/,657801060
Giuseppe Cerquetti,Marche,M,Civitanova M.,43.30722,13.72899,Giuseppe Cerquetti Nato a Civitanova Marche (MC) il 26 Aprile 1928 Ha collaborato con l’ 87° Settore adriatico di cui faceva parte il fratello Antonio L’intervista è stata realizzata nell’ottobre 2021,https://www.noipartigiani.it/cerquetti/,657809821
Luciano Abbondanza,Liguria,M,Tiglieto (GE),44.52402,8.61864,Luciano Abbondanza Nata a Tiglieto (GE) il 21 Maggio 1927 Ha svolto attività di supporto ai partigiani della Divisione Mingo VI Zona operativa,https://www.noipartigiani.it/abbondanza_luciano/,658539135
Pietro Del Monte,Toscana,M,Massa,44.03666,10.14324,"Pietro Del Monte Nato a Massa il 24/07/27 Nome di battaglia “Falchetto”, “scoiattolo” Ha svolto attività clandestina e di supporto ai partigiani L’intervista è stata realizzata nell’ottobre 2021",https://www.noipartigiani.it/del-monte-2/,656633972
Cesare Vatteroni,Toscana,M,Carrara,44.07727,10.09848,Cesare Vatteroni Nato a Carrara (MS) il 26 Giugno 1925 ha svolto attività clandestina e di supporto ai partigiani nella sua città,https://www.noipartigiani.it/vatteroni_cesare/,656540130
Graziella Tassi,Liguria,F,La Spezia,44.10427,9.82319,Graziella Tassi Nata a La Spezia il 31 Marzo 1927 Nome di battaglia “Lalla” Partigiana – Missione Alleata Rochester L’intervista è stata realizzata nel dicembre 2021,https://www.noipartigiani.it/tassi-graziella/,656224262
Giuseppe Marani,Toscana,M,Licciana Nardi,44.2662,10.0384,Giuseppe Marani Nato a Licciana Nardi (MS) il 19 Marzo 1926 Nome di battaglia: “Pio” Partigiano nella 4a Brigata Apuana L’intervista è stata realizzata nell’ottobre 2021,https://www.noipartigiani.it/marani_giuseppe/,656087967
Giuseppe Barbieri,Toscana,M,Carrara,44.07727,10.09848,Giuseppe Barbieri Nato a Carrara (Massa-Carrara) il 26 dicembre 1926 Nome di battaglia “Pepaccio” Partigiano nella formazione “Ulivi” comandata da Alessandro Brucellaria “Memo” L’intervista è stata realizzata nell’ ottobre 2021,https://www.noipartigiani.it/barbieri/,653400856
Remo Conti,Toscana,M,Licciana Nardi,44.2662,10.0384,"Remo Conti Nato in Francia il 10 Ottobre 1926, vissuto a Licciana Nardi (MS) Nome di battaglia “Vampa” Distaccamento Giannotti, Brigata Garibaldi Borrini L’intervista è stata realizzata nell’ottobre 2021",https://www.noipartigiani.it/conti/,653401598
Piero Pegollo,Toscana,M,Massa (Forno),44.08115,10.2033,"Piero Pegollo Nato a Massa (Forno) (MS) il 13 dicembre 1930 3° raggruppamento Patrioti Apuani Ha fatto il partigiano con il cugino Arnaldo, morto il 10 aprile 1945, Medaglia d’Oro",https://www.noipartigiani.it/pegollo/,653404748
Leonardo Santi,Liguria,M,Pisa,43.71593,10.40186,Leonardo Santi Nato a Pisa il 3 Aprile 1926 Nome di battaglia “Giancarlo” Comandante GAP – Capitano Zona d’azione Genova,https://www.noipartigiani.it/santi_leonardo/,655387399
Giorgio Petrucciani,Abruzzo,M,Anzio (RM),41.44754,12.62886,Giorgio Petrucciani Nato ad Anzio (RM) il 6 Giugno 1928 Partigiano – Comandante di squadra zona di operazione: Scurcola Marsicana (Abruzzo) Formazione “Bandiera Rossa”,https://www.noipartigiani.it/petrucciani_giorgio/,655389321
Pietro Calzati,Emilia-R.,M,S. Giovanni P.,44.64015,11.18727,"Pietro Calzati Nato il 3 maggio 1924 a San Giovanni in Persiceto (Bologna), contadino Nome di battaglia “Falco” Battaglione Marzocchi, 63ª Brigata Garibaldi Bolero L’intervista è stata realizzata nell’agosto 2022",https://www.noipartigiani.it/pietro-calzati/,624252892
Emo Ghirelli,Emilia-R.,M,Casina (RE),44.51015,10.50153,"Emo Ghirelli Nato a Leguigno di Casina (RE) il 29 marzo 1924 Nome di battaglia “Pino”, “Marco”, tenente Distaccamento “Antonio Piccinini”, Sap di Casina La sua testimonianza è raccolta anche nel libro “Io sono l’ultimo” a cura di Andrea Liparoto e Giacomo Papi",https://www.noipartigiani.it/emo-ghirelli-2/,516363396
Elio Costa,Emilia-R.,M,Imola (BO),44.35345,11.71424,"Elio Costa Nato a Imola (BO) l’1 aprile 1924 IMI, Internato Militare Italiano Per aver rifiutato l’arruolamento nelle file tedesche, è stato detenuto in un campo di prigionia in Germania e costretto al lavoro coatto L’intervista è stata realizzata nel febbraio 2020",https://www.noipartigiani.it/elio-costa/,580638493
Vittorio Gardi,Emilia-R.,M,Imola (BO),44.35345,11.71424,"Vittorio Gardi Nato a Imola il 21 Ottobre 1930, bracciante Ha svolto la sua attività in pianura insieme con il padre Armando. Catturati entrambi dai tedeschi nel febbraio 1945, furono incarcerati e torturati. Vittorio fu poi rilasciato mentre il padre è stato fucilato il 13 marzo 1945 alla Certosa di Bologna",https://www.noipartigiani.it/vittorio-gardi/,580399928
Ermes Penazzi,Emilia-R.,M,Mordano (BO),44.39703,11.80932,"Ermes Penazzi Nato a Mordano (BO) il 19 giugno 1926, muratore 7ª Brigata Gap “Gianni Garibaldi”",https://www.noipartigiani.it/ermes-penazzi/,578857433
Maffeo Marinelli,Marche,M,Urbino (PU),43.72621,12.6364,Maffeo Marinelli Nato a Pieve di Cagna (PU) il 25 agosto 1925 Nome di battaglia “Plomber” 5° Pesaro-Picelli Ha raccontato la sua esperienza nel libro “La mia vita” L’intervista è stata realizzata nell’ottobre 2020,https://www.noipartigiani.it/maffeo-marinelli/,580229640
Antonio Stillitano,Calabria,M,Montebello J.,37.98188,15.7562,Antonio Stillitano Nato a Fossato di Montebello Jonico (RC) il 16 febbraio 1919 Ha fatto la Resistenza in Albania dove si trovava dopo l’8 settembre,https://www.noipartigiani.it/antonio-stillitano/,580227954
Bruno Zito,Trentino,M,Trento,46.06642,11.12576,"Bruno Zito Nato a Trento il 9 marzo 1922, operaio Nome di battaglia “Otiz” Brigata Garibaldi in Val Sugana",https://www.noipartigiani.it/bruno-zito/,580226069
Filippo Marchi,Piemonte,M,Torino,45.06775,7.68249,Filippo Marchi Nato a Torino il 20 marzo 1926 Nome di battaglia “Cori” 8ª Brigata Sap Ha partecipato alla Resistenza in città. Si sono conosciuti dopo la guerra al primo congresso del Fronte della Gioventù,https://www.noipartigiani.it/filippo-marchi-e-rosina-adriano/,573363413
Rosina Adriano,Piemonte,F,Torino,45.06775,7.68249,Rosina Adriano Nata a Torino il 19 dicembre 1926 8ª Brigata Sap Ha partecipato alla Resistenza in città con Filippo Marchi. Si sono conosciuti dopo la guerra al primo congresso del Fronte della Gioventù,https://www.noipartigiani.it/filippo-marchi-e-rosina-adriano/,573363413
Raffaele Di Pietro,Abruzzo,M,Pettorano (AQ),41.97412,13.9622,Raffaele Di Pietro Nato a Pettorano sul Gizio (AQ) il 14 Ottobre 1925 Ha fatto parte della Brigata Maiella L’intervista è stata realizzata nel novembre 2019,https://www.noipartigiani.it/raffaele-di-pietro/,512029251
Renato Bello,Piemonte,M,Isola d'Asti,44.83248,8.18183,"Renato Bello Nato a Isola di Asti (AT) il 10 Settembre 1923, carabiniere Catturato in Grecia, è stato deportato a Mauthausen dove è rimasto due anni. Dei 975 carabinieri che hanno condiviso la sua sorte, ne sono sopravvissuti 19. La sua storia è raccontata nel libro di Nevio Visconti “La Croce angelica” L’intervista è stata realizzata nel maggio 2021",https://www.noipartigiani.it/renato-bello/,557156909
Silvio Carconi,Lazio,M,Pescorocchiano,42.20465,13.14382,"Silvio Carconi Nato a Colle di Pace di Pescorocchiano (RI) il 5 Marzo 1922 Militare, fu catturato in Grecia e deportato in Russia e Polonia L’intervista è stata realizzata nel settembre 2020",https://www.noipartigiani.it/silvio-carconi/,579861551
Claudio Perazzi,Piemonte,M,S. Bernardino,44.39803,11.83861,Claudio Perazzi Nato a San Bernardino Verbano (VB) il 12 aprile 1926 Nome di battaglia “Udi” Brigata Val Grande L’intervista è stata realizzata nell’ottobre 2020,https://www.noipartigiani.it/claudio-perazzi/,579865914
